,Date,Price,Asset
0,2019-01-27,55.17,crude
1,2019-01-20,53.3,crude
2,2019-01-13,53.67,crude
3,2019-01-06,51.64,crude
4,2018-12-30,48.18,crude
5,2018-12-23,44.92,crude
6,2018-12-16,45.08,crude
7,2018-12-09,51.17,crude
8,2018-12-02,52.05,crude
9,2018-11-25,50.6,crude
10,2018-11-18,50.89,crude
11,2018-11-11,56.81,crude
12,2018-11-04,59.8,crude
13,2018-10-28,62.77,crude
14,2018-10-21,67.5,crude
15,2018-10-14,69.39,crude
16,2018-10-07,71.56,crude
17,2018-09-30,74.5,crude
18,2018-09-23,73.78,crude
19,2018-09-16,71.09,crude
20,2018-09-09,69.17,crude
21,2018-09-02,68.17,crude
22,2018-08-26,70.49,crude
23,2018-08-19,69.34,crude
24,2018-08-12,66.08,crude
25,2018-08-05,68.23,crude
26,2018-07-29,69.42,crude
27,2018-07-22,70.07,crude
28,2018-07-15,69.47,crude
29,2018-07-08,70.59,crude
30,2018-07-01,74.0,crude
31,2018-06-24,74.39,crude
32,2018-06-17,69.35,crude
33,2018-06-10,64.35,crude
34,2018-06-03,65.55,crude
35,2018-05-27,65.71,crude
36,2018-05-20,67.42,crude
37,2018-05-13,71.39,crude
38,2018-05-06,70.52,crude
39,2018-04-29,69.78,crude
40,2018-04-22,67.98,crude
41,2018-04-15,68.09,crude
42,2018-04-08,67.31,crude
43,2018-04-01,61.89,crude
44,2018-03-25,64.86,crude
45,2018-03-18,65.75,crude
46,2018-03-11,62.26,crude
47,2018-03-04,62.18,crude
48,2018-02-25,61.52,crude
49,2018-02-18,63.65,crude
50,2018-02-11,61.65,crude
51,2018-02-04,59.09,crude
52,2018-01-28,65.12,crude
53,2018-01-21,66.31,crude
54,2018-01-14,63.56,crude
55,2018-01-07,64.38,crude
56,2017-12-31,61.55,crude
57,2017-12-24,60.23,crude
58,2017-12-17,58.44,crude
59,2017-12-10,57.31,crude
60,2017-12-03,57.25,crude
61,2017-11-26,58.17,crude
62,2017-11-19,58.68,crude
63,2017-11-12,56.61,crude
64,2017-11-05,56.81,crude
65,2017-10-29,55.59,crude
66,2017-10-22,54.0,crude
67,2017-10-15,51.84,crude
68,2017-10-08,51.31,crude
69,2017-10-01,49.03,crude
70,2017-09-24,51.34,crude
71,2017-09-17,50.27,crude
72,2017-09-10,49.8,crude
73,2017-09-03,47.49,crude
74,2017-08-27,47.33,crude
75,2017-08-20,47.83,crude
76,2017-08-13,48.63,crude
77,2017-08-06,48.8,crude
78,2017-07-30,49.52,crude
79,2017-07-23,49.77,crude
80,2017-07-16,45.59,crude
81,2017-07-09,46.64,crude
82,2017-07-02,44.33,crude
83,2017-06-25,46.34,crude
84,2017-06-18,43.12,crude
85,2017-06-11,44.7,crude
86,2017-06-04,45.94,crude
87,2017-05-28,47.77,crude
88,2017-05-21,49.84,crude
89,2017-05-14,50.49,crude
90,2017-05-07,47.86,crude
91,2017-04-30,46.47,crude
92,2017-04-23,49.2,crude
93,2017-04-16,49.63,crude
94,2017-04-09,52.93,crude
95,2017-04-02,52.33,crude
96,2017-03-26,50.79,crude
97,2017-03-19,48.13,crude
98,2017-03-12,48.68,crude
99,2017-03-05,48.38,crude
100,2017-02-26,53.2,crude
101,2017-02-19,54.0,crude
102,2017-02-12,53.38,crude
103,2017-02-05,53.84,crude
104,2017-01-29,53.84,crude
105,2017-01-22,53.17,crude
106,2017-01-15,52.48,crude
107,2017-01-08,52.53,crude
108,2017-01-01,53.69,crude
109,2016-12-25,53.89,crude
110,2016-12-18,53.24,crude
111,2016-12-11,52.03,crude
112,2016-12-04,51.48,crude
113,2016-11-27,51.67,crude
114,2016-11-20,45.96,crude
115,2016-11-13,45.5,crude
116,2016-11-06,43.16,crude
117,2016-10-30,44.14,crude
118,2016-10-23,48.66,crude
119,2016-10-16,50.95,crude
120,2016-10-09,50.33,crude
121,2016-10-02,49.62,crude
122,2016-09-25,48.05,crude
123,2016-09-18,44.61,crude
124,2016-09-11,43.14,crude
125,2016-09-04,45.72,crude
126,2016-08-28,44.24,crude
127,2016-08-21,47.3,crude
128,2016-08-14,48.48,crude
129,2016-08-07,44.73,crude
130,2016-07-31,41.98,crude
131,2016-07-24,41.38,crude
132,2016-07-17,44.27,crude
133,2016-07-10,46.26,crude
134,2016-07-03,45.16,crude
135,2016-06-26,49.26,crude
136,2016-06-19,47.61,crude
137,2016-06-12,48.22,crude
138,2016-06-05,48.92,crude
139,2016-05-29,48.85,crude
140,2016-05-22,49.55,crude
141,2016-05-15,47.47,crude
142,2016-05-08,46.35,crude
143,2016-05-01,44.61,crude
144,2016-04-24,46.0,crude
145,2016-04-17,43.72,crude
146,2016-04-10,40.41,crude
147,2016-04-03,39.67,crude
148,2016-03-27,36.7,crude
149,2016-03-20,39.52,crude
150,2016-03-13,40.53,crude
151,2016-03-06,38.48,crude
152,2016-02-28,36.31,crude
153,2016-02-21,32.79,crude
154,2016-02-14,29.87,crude
155,2016-02-07,29.12,crude
156,2016-01-31,30.99,crude
157,2016-01-24,33.75,crude
158,2016-01-17,32.25,crude
159,2016-01-10,29.71,crude
160,2016-01-03,32.91,crude
161,2015-12-27,37.11,crude
162,2015-12-20,38.11,crude
163,2015-12-13,34.49,crude
164,2015-12-06,35.36,crude
165,2015-11-29,40.15,crude
166,2015-11-22,41.76,crude
167,2015-11-15,40.53,crude
168,2015-11-08,40.75,crude
169,2015-11-01,44.55,crude
170,2015-10-25,46.42,crude
171,2015-10-18,44.72,crude
172,2015-10-11,47.27,crude
173,2015-10-04,49.53,crude
174,2015-09-27,45.66,crude
175,2015-09-20,45.44,crude
176,2015-09-13,44.77,crude
177,2015-09-06,44.78,crude
178,2015-08-30,45.7,crude
179,2015-08-23,45.4,crude
180,2015-08-16,40.35,crude
181,2015-08-09,42.16,crude
182,2015-08-02,43.79,crude
183,2015-07-26,46.77,crude
184,2015-07-19,47.97,crude
185,2015-07-12,50.8,crude
186,2015-07-05,52.81,crude
187,2015-06-28,56.5,crude
188,2015-06-21,59.58,crude
189,2015-06-14,59.28,crude
190,2015-06-07,59.97,crude
191,2015-05-31,58.92,crude
192,2015-05-24,60.3,crude
193,2015-05-17,59.97,crude
194,2015-05-10,59.84,crude
195,2015-05-03,59.45,crude
196,2015-04-26,59.24,crude
197,2015-04-19,57.45,crude
198,2015-04-12,56.12,crude
199,2015-04-05,51.79,crude
200,2015-03-29,49.52,crude
201,2015-03-22,48.34,crude
202,2015-03-15,44.3,crude
203,2015-03-08,44.98,crude
204,2015-03-01,49.81,crude
205,2015-02-22,49.41,crude
206,2015-02-15,50.97,crude
207,2015-02-08,52.53,crude
208,2015-02-01,52.2,crude
209,2015-01-25,47.77,crude
210,2015-01-18,45.33,crude
211,2015-01-11,48.47,crude
212,2015-01-04,48.2,crude
213,2014-12-28,52.69,crude
214,2014-12-21,55.13,crude
215,2014-12-14,55.55,crude
216,2014-12-07,57.51,crude
217,2014-11-30,65.68,crude
218,2014-11-23,66.05,crude
219,2014-11-16,76.65,crude
220,2014-11-09,75.96,crude
221,2014-11-02,78.44,crude
222,2014-10-26,80.65,crude
223,2014-10-19,81.31,crude
224,2014-10-12,83.0,crude
225,2014-10-05,85.52,crude
226,2014-09-28,89.72,crude
227,2014-09-21,93.41,crude
228,2014-09-14,92.42,crude
229,2014-09-07,92.16,crude
230,2014-08-31,93.42,crude
231,2014-08-24,95.86,crude
232,2014-08-17,93.45,crude
233,2014-08-10,97.19,crude
234,2014-08-03,97.41,crude
235,2014-07-27,97.59,crude
236,2014-07-20,101.91,crude
237,2014-07-13,102.94,crude
238,2014-07-06,100.53,crude
239,2014-06-29,104.02,crude
240,2014-06-22,105.75,crude
241,2014-06-15,106.6,crude
242,2014-06-08,106.67,crude
243,2014-06-01,102.77,crude
244,2014-05-25,102.89,crude
245,2014-05-18,104.39,crude
246,2014-05-11,102.16,crude
247,2014-05-04,100.04,crude
248,2014-04-27,99.93,crude
249,2014-04-20,100.69,crude
250,2014-04-13,104.59,crude
251,2014-04-06,103.35,crude
252,2014-03-30,101.1,crude
253,2014-03-23,101.61,crude
254,2014-03-16,99.62,crude
255,2014-03-09,99.01,crude
256,2014-03-02,102.69,crude
257,2014-02-23,102.71,crude
258,2014-02-16,102.31,crude
259,2014-02-09,100.38,crude
260,2014-02-02,100.17,crude
261,2014-01-26,97.47,crude
262,2014-01-19,96.91,crude
263,2014-01-12,94.1,crude
264,2014-01-05,92.85,crude
265,2013-12-29,94.17,crude
266,2013-12-22,100.16,crude
267,2013-12-15,99.15,crude
268,2013-12-08,96.46,crude
269,2013-12-01,97.75,crude
270,2013-11-24,92.79,crude
271,2013-11-17,94.79,crude
272,2013-11-10,93.66,crude
273,2013-11-03,94.34,crude
274,2013-10-27,94.61,crude
275,2013-10-20,97.97,crude
276,2013-10-13,100.75,crude
277,2013-10-06,101.81,crude
278,2013-09-29,103.66,crude
279,2013-09-22,102.83,crude
280,2013-09-15,106.16,crude
281,2013-09-08,108.58,crude
282,2013-09-01,110.3,crude
283,2013-08-25,107.77,crude
284,2013-08-18,106.36,crude
285,2013-08-11,107.64,crude
286,2013-08-04,106.09,crude
287,2013-07-28,106.81,crude
288,2013-07-21,104.56,crude
289,2013-07-14,108.22,crude
290,2013-07-07,106.22,crude
291,2013-06-30,103.56,crude
292,2013-06-23,96.49,crude
293,2013-06-16,93.87,crude
294,2013-06-09,97.81,crude
295,2013-06-02,96.27,crude
296,2013-05-26,91.67,crude
297,2013-05-19,93.85,crude
298,2013-05-12,96.02,crude
299,2013-05-05,95.9,crude
300,2013-04-28,95.58,crude
301,2013-04-21,92.8,crude
302,2013-04-14,87.98,crude
303,2013-04-07,90.66,crude
304,2013-03-31,93.01,crude
305,2013-03-24,97.19,crude
306,2013-03-17,93.87,crude
307,2013-03-10,93.5,crude
308,2013-03-03,91.88,crude
309,2013-02-24,90.97,crude
310,2013-02-17,93.35,crude
311,2013-02-10,96.12,crude
312,2013-02-03,95.75,crude
313,2013-01-27,97.62,crude
314,2013-01-20,96.09,crude
315,2013-01-13,95.31,crude
316,2013-01-06,93.76,crude
317,2012-12-30,93.17,crude
318,2012-12-23,90.76,crude
319,2012-12-16,88.91,crude
320,2012-12-09,86.82,crude
321,2012-12-02,85.92,crude
322,2012-11-25,88.83,crude
323,2012-11-18,88.27,crude
324,2012-11-11,86.6,crude
325,2012-11-04,86.14,crude
326,2012-10-28,84.76,crude
327,2012-10-21,86.12,crude
328,2012-10-14,89.9,crude
329,2012-10-07,91.64,crude
330,2012-09-30,89.89,crude
331,2012-09-23,92.09,crude
332,2012-09-16,92.98,crude
333,2012-09-09,99.05,crude
334,2012-09-02,96.28,crude
335,2012-08-26,96.54,crude
336,2012-08-19,96.06,crude
337,2012-08-12,96.03,crude
338,2012-08-05,93.41,crude
339,2012-07-29,91.34,crude
340,2012-07-22,90.18,crude
341,2012-07-15,88.9,crude
342,2012-07-08,86.98,crude
343,2012-07-01,84.12,crude
344,2012-06-24,84.88,crude
345,2012-06-17,80.12,crude
346,2012-06-10,84.19,crude
347,2012-06-03,84.32,crude
348,2012-05-27,83.28,crude
349,2012-05-20,90.72,crude
350,2012-05-13,91.34,crude
351,2012-05-06,95.57,crude
352,2012-04-29,98.59,crude
353,2012-04-22,104.78,crude
354,2012-04-15,102.94,crude
355,2012-04-08,102.84,crude
356,2012-04-01,103.2,crude
357,2012-03-25,102.93,crude
358,2012-03-18,106.75,crude
359,2012-03-11,107.17,crude
360,2012-03-04,107.43,crude
361,2012-02-26,106.51,crude
362,2012-02-19,109.62,crude
363,2012-02-12,104.03,crude
364,2012-02-05,99.05,crude
365,2012-01-29,97.77,crude
366,2012-01-22,99.78,crude
367,2012-01-15,98.14,crude
368,2012-01-08,99.05,crude
369,2012-01-01,101.92,crude
370,2011-12-25,99.06,crude
371,2011-12-18,99.85,crude
372,2011-12-11,93.79,crude
373,2011-12-04,99.81,crude
374,2011-11-27,101.11,crude
375,2011-11-20,97.38,crude
376,2011-11-13,98.0,crude
377,2011-11-06,99.22,crude
378,2011-10-30,94.45,crude
379,2011-10-23,93.48,crude
380,2011-10-16,87.54,crude
381,2011-10-09,87.27,crude
382,2011-10-02,82.86,crude
383,2011-09-25,78.75,crude
384,2011-09-18,79.94,crude
385,2011-09-11,87.88,crude
386,2011-09-04,87.0,crude
387,2011-08-28,86.65,crude
388,2011-08-21,85.56,crude
389,2011-08-14,82.75,crude
390,2011-08-07,85.32,crude
391,2011-07-31,87.22,crude
392,2011-07-24,95.87,crude
393,2011-07-17,99.81,crude
394,2011-07-10,97.48,crude
395,2011-07-03,96.47,crude
396,2011-06-26,94.73,crude
397,2011-06-19,91.22,crude
398,2011-06-12,92.92,crude
399,2011-06-05,98.94,crude
400,2011-05-29,100.57,crude
401,2011-05-22,100.75,crude
402,2011-05-15,98.76,crude
403,2011-05-08,99.35,crude
404,2011-05-01,98.05,crude
405,2011-04-24,113.73,crude
406,2011-04-17,112.35,crude
407,2011-04-10,109.39,crude
408,2011-04-03,113.06,crude
409,2011-03-27,108.31,crude
410,2011-03-20,105.55,crude
411,2011-03-13,101.61,crude
412,2011-03-06,100.59,crude
413,2011-02-27,104.91,crude
414,2011-02-20,98.22,crude
415,2011-02-13,86.15,crude
416,2011-02-06,85.31,crude
417,2011-01-30,89.13,crude
418,2011-01-23,89.49,crude
419,2011-01-16,89.13,crude
420,2011-01-09,91.66,crude
421,2011-01-02,88.48,crude
422,2010-12-26,91.4,crude
423,2010-12-19,91.47,crude
424,2010-12-12,88.22,crude
425,2010-12-05,87.81,crude
426,2010-11-28,89.44,crude
427,2010-11-21,83.89,crude
428,2010-11-14,81.62,crude
429,2010-11-07,84.75,crude
430,2010-10-31,87.42,crude
431,2010-10-24,81.43,crude
432,2010-10-17,81.9,crude
433,2010-10-10,81.45,crude
434,2010-10-03,82.84,crude
435,2010-09-26,81.73,crude
436,2010-09-19,76.47,crude
437,2010-09-12,73.5,crude
438,2010-09-05,76.38,crude
439,2010-08-29,74.33,crude
440,2010-08-22,75.56,crude
441,2010-08-15,73.44,crude
442,2010-08-08,75.56,crude
443,2010-08-01,80.88,crude
444,2010-07-25,78.97,crude
445,2010-07-18,78.87,crude
446,2010-07-11,75.78,crude
447,2010-07-04,76.45,crude
448,2010-06-27,72.29,crude
449,2010-06-20,79.16,crude
450,2010-06-13,77.34,crude
451,2010-06-06,74.23,crude
452,2010-05-30,70.92,crude
453,2010-05-23,74.19,crude
454,2010-05-16,70.42,crude
455,2010-05-09,72.03,crude
456,2010-05-02,75.44,crude
457,2010-04-25,86.19,crude
458,2010-04-18,85.06,crude
459,2010-04-11,82.95,crude
460,2010-04-04,84.87,crude
461,2010-03-28,85.27,crude
462,2010-03-21,80.14,crude
463,2010-03-14,80.68,crude
464,2010-03-07,81.1,crude
465,2010-02-28,81.79,crude
466,2010-02-21,79.63,crude
467,2010-02-14,80.09,crude
468,2010-02-07,74.2,crude
469,2010-01-31,71.91,crude
470,2010-01-24,72.67,crude
471,2010-01-17,74.07,crude
472,2010-01-10,77.95,crude
473,2010-01-03,82.91,crude
474,2009-12-27,79.61,crude
475,2009-12-20,77.74,crude
476,2009-12-13,73.08,crude
477,2009-12-06,69.59,crude
478,2009-11-29,75.72,crude
479,2009-11-22,75.97,crude
480,2009-11-15,76.69,crude
481,2009-11-08,76.52,crude
482,2009-11-01,77.46,crude
483,2009-10-25,77.05,crude
484,2009-10-18,80.19,crude
485,2009-10-11,78.57,crude
486,2009-10-04,72.01,crude
487,2009-09-27,69.7,crude
488,2009-09-20,66.01,crude
489,2009-09-13,72.0,crude
490,2009-09-06,69.34,crude
491,2009-08-30,67.98,crude
492,2009-08-23,72.82,crude
493,2009-08-16,73.85,crude
494,2009-08-09,67.43,crude
495,2009-08-02,70.59,crude
496,2009-07-26,68.8,crude
497,2009-07-19,68.0,crude
498,2009-07-12,63.52,crude
499,2009-07-05,59.8,crude
500,2009-06-28,66.43,crude
501,2009-06-21,69.25,crude
502,2009-06-14,69.62,crude
503,2009-06-07,72.09,crude
504,2009-05-31,68.45,crude
505,2009-05-24,66.32,crude
506,2009-05-17,61.58,crude
507,2009-05-10,56.52,crude
508,2009-05-03,58.58,crude
509,2009-04-26,52.88,crude
510,2009-04-19,51.59,crude
511,2009-04-12,50.22,crude
512,2009-04-05,52.17,crude
513,2009-03-29,52.31,crude
514,2009-03-22,52.36,crude
515,2009-03-15,51.05,crude
516,2009-03-08,46.08,crude
517,2009-03-01,45.53,crude
518,2009-02-22,44.61,crude
519,2009-02-15,37.12,crude
520,2009-02-08,37.9,crude
521,2009-02-01,40.3,crude
522,2009-01-25,41.66,crude
523,2009-01-18,46.02,crude
524,2009-01-11,36.03,crude
525,2009-01-04,40.92,crude
526,2008-12-28,46.16,crude
527,2008-12-21,37.59,crude
528,2008-12-14,35.89,crude
529,2008-12-07,46.37,crude
530,2008-11-30,41.5,crude
531,2008-11-23,55.12,crude
532,2008-11-16,49.72,crude
533,2008-11-09,57.3,crude
534,2008-11-02,61.27,crude
535,2008-10-26,67.86,crude
536,2008-10-19,64.51,crude
537,2008-10-12,72.31,crude
538,2008-10-05,78.24,crude
539,2008-09-28,93.76,crude
540,2008-09-21,106.82,crude
541,2008-09-14,103.95,crude
542,2008-09-07,100.92,crude
543,2008-08-31,106.53,crude
544,2008-08-24,115.61,crude
545,2008-08-17,114.44,crude
546,2008-08-10,113.49,crude
547,2008-08-03,115.05,crude
548,2008-07-27,125.04,crude
549,2008-07-20,123.36,crude
550,2008-07-13,128.86,crude
551,2008-07-06,144.82,crude
552,2008-06-29,145.41,crude
553,2008-06-22,140.73,crude
554,2008-06-15,134.7,crude
555,2008-06-08,134.84,crude
556,2008-06-01,138.81,crude
557,2008-05-25,127.44,crude
558,2008-05-18,131.92,crude
559,2008-05-11,126.42,crude
560,2008-05-04,125.97,crude
561,2008-04-27,116.32,crude
562,2008-04-20,118.5,crude
563,2008-04-13,116.84,crude
564,2008-04-06,110.25,crude
565,2008-03-30,106.03,crude
566,2008-03-23,105.35,crude
567,2008-03-16,101.7,crude
568,2008-03-09,110.11,crude
569,2008-03-02,105.16,crude
570,2008-02-24,101.62,crude
571,2008-02-17,98.81,crude
572,2008-02-10,95.53,crude
573,2008-02-03,91.87,crude
574,2008-01-27,89.19,crude
575,2008-01-20,90.62,crude
576,2008-01-13,90.53,crude
577,2008-01-06,92.69,crude
578,2007-12-30,97.84,crude
579,2007-12-23,96.06,crude
580,2007-12-16,93.29,crude
581,2007-12-09,91.23,crude
582,2007-12-02,88.16,crude
583,2007-11-25,88.5,crude
584,2007-11-18,98.25,crude
585,2007-11-11,94.66,crude
586,2007-11-04,96.38,crude
587,2007-10-28,95.72,crude
588,2007-10-21,91.72,crude
589,2007-10-14,88.55,crude
590,2007-10-07,83.71,crude
591,2007-09-30,81.19,crude
592,2007-09-23,81.64,crude
593,2007-09-16,81.38,crude
594,2007-09-09,79.06,crude
595,2007-09-02,76.69,crude
596,2007-08-26,73.98,crude
597,2007-08-19,71.1,crude
598,2007-08-12,71.72,crude
599,2007-08-05,71.56,crude
600,2007-07-29,75.39,crude
601,2007-07-22,77.0,crude
602,2007-07-15,75.53,crude
603,2007-07-08,73.84,crude
604,2007-07-01,72.77,crude
605,2007-06-24,70.45,crude
606,2007-06-17,69.15,crude
607,2007-06-10,68.1,crude
608,2007-06-03,64.68,crude
609,2007-05-27,65.07,crude
610,2007-05-20,65.22,crude
611,2007-05-13,64.95,crude
612,2007-05-06,62.39,crude
613,2007-04-29,61.8,crude
614,2007-04-22,66.41,crude
615,2007-04-15,63.48,crude
616,2007-04-08,63.61,crude
617,2007-04-01,64.07,crude
618,2007-03-25,65.89,crude
619,2007-03-18,62.2,crude
620,2007-03-11,57.01,crude
621,2007-03-04,60.11,crude
622,2007-02-25,61.48,crude
623,2007-02-18,60.91,crude
624,2007-02-11,59.34,crude
625,2007-02-04,59.88,crude
626,2007-01-28,59.01,crude
627,2007-01-21,55.48,crude
628,2007-01-14,51.81,crude
629,2007-01-07,52.92,crude
630,2006-12-31,56.24,crude
631,2006-12-24,61.07,crude
632,2006-12-17,62.41,crude
633,2006-12-10,63.31,crude
634,2006-12-03,62.2,crude
635,2006-11-26,63.54,crude
636,2006-11-19,59.95,crude
637,2006-11-12,55.92,crude
638,2006-11-05,59.58,crude
639,2006-10-29,59.09,crude
640,2006-10-22,60.78,crude
641,2006-10-15,57.39,crude
642,2006-10-08,58.69,crude
643,2006-10-01,59.73,crude
644,2006-09-24,62.98,crude
645,2006-09-17,60.57,crude
646,2006-09-10,63.34,crude
647,2006-09-03,66.31,crude
648,2006-08-27,70.34,crude
649,2006-08-20,73.39,crude
650,2006-08-13,70.59,crude
651,2006-08-06,74.36,crude
652,2006-07-30,75.34,crude
653,2006-07-23,74.0,crude
654,2006-07-16,74.82,crude
655,2006-07-09,77.74,crude
656,2006-07-02,75.53,crude
657,2006-06-25,73.59,crude
658,2006-06-18,70.53,crude
659,2006-06-11,69.38,crude
660,2006-06-04,71.61,crude
661,2006-05-28,71.17,crude
662,2006-05-21,71.03,crude
663,2006-05-14,68.54,crude
664,2006-05-07,72.85,crude
665,2006-04-30,70.09,crude
666,2006-04-23,71.59,crude
667,2006-04-16,75.18,crude
668,2006-04-09,69.44,crude
669,2006-04-02,67.44,crude
670,2006-03-26,66.45,crude
671,2006-03-19,64.4,crude
672,2006-03-12,63.5,crude
673,2006-03-05,59.97,crude
674,2006-02-26,63.2,crude
675,2006-02-19,62.8,crude
676,2006-02-12,59.61,crude
677,2006-02-05,62.34,crude
678,2006-01-29,65.19,crude
679,2006-01-22,67.19,crude
680,2006-01-15,68.45,crude
681,2006-01-08,63.46,crude
682,2006-01-01,63.64,crude
683,2005-12-25,59.88,crude
684,2005-12-18,57.86,crude
685,2005-12-11,58.73,crude
686,2005-12-04,60.89,crude
687,2005-11-27,58.88,crude
688,2005-11-20,58.47,crude
689,2005-11-13,55.8,crude
690,2005-11-06,57.52,crude
691,2005-10-30,61.17,crude
692,2005-10-23,61.24,crude
693,2005-10-16,59.36,crude
694,2005-10-09,61.94,crude
695,2005-10-02,61.59,crude
696,2005-09-25,66.37,crude
697,2005-09-18,66.08,crude
698,2005-09-11,63.72,crude
699,2005-09-04,65.0,crude
700,2005-08-28,68.03,crude
701,2005-08-21,67.59,crude
702,2005-08-14,64.38,crude
703,2005-08-07,66.06,crude
704,2005-07-31,61.91,crude
705,2005-07-24,60.34,crude
706,2005-07-17,57.95,crude
707,2005-07-10,58.13,crude
708,2005-07-03,61.55,crude
709,2005-06-26,56.73,crude
710,2005-06-19,59.72,crude
711,2005-06-12,57.72,crude
712,2005-06-05,54.31,crude
713,2005-05-29,54.25,crude
714,2005-05-22,51.3,crude
715,2005-05-15,46.92,crude
716,2005-05-08,48.55,crude
717,2005-05-01,51.43,crude
718,2005-04-24,50.41,crude
719,2005-04-17,55.05,crude
720,2005-04-10,50.7,crude
721,2005-04-03,53.6,crude
722,2005-03-27,56.53,crude
723,2005-03-20,54.31,crude
724,2005-03-13,56.69,crude
725,2005-03-06,53.72,crude
726,2005-02-27,53.21,crude
727,2005-02-20,51.0,crude
728,2005-02-13,48.1,crude
729,2005-02-06,47.9,crude
730,2005-01-30,46.87,crude
731,2005-01-23,48.22,crude
732,2005-01-16,47.77,crude
733,2005-01-09,48.41,crude
734,2005-01-02,45.52,crude
735,2004-12-26,42.76,crude
736,2004-12-19,43.91,crude
737,2004-12-12,45.55,crude
738,2004-12-05,43.12,crude
739,2004-11-28,43.14,crude
740,2004-11-21,48.64,crude
741,2004-11-14,48.25,crude
742,2004-11-07,47.28,crude
743,2004-10-31,49.02,crude
744,2004-10-24,51.49,crude
745,2004-10-17,55.32,crude
746,2004-10-10,54.4,crude
747,2004-10-03,52.87,crude
748,2004-09-26,49.41,crude
749,2004-09-19,48.26,crude
750,2004-09-12,44.64,crude
751,2004-09-05,43.52,crude
752,2004-08-29,43.88,crude
753,2004-08-22,43.49,crude
754,2004-08-15,47.65,crude
755,2004-08-08,45.67,crude
756,2004-08-01,44.25,crude
757,2004-07-25,43.5,crude
758,2004-07-18,41.62,crude
759,2004-07-11,41.1,crude
760,2004-07-04,40.17,crude
761,2004-06-27,38.52,crude
762,2004-06-20,37.5,crude
763,2004-06-13,38.53,crude
764,2004-06-06,37.68,crude
765,2004-05-30,38.7,crude
766,2004-05-23,39.41,crude
767,2004-05-16,40.53,crude
768,2004-05-09,41.46,crude
769,2004-05-02,39.87,crude
770,2004-04-25,37.74,crude
771,2004-04-18,36.78,crude
772,2004-04-11,37.7,crude
773,2004-04-04,36.49,crude
774,2004-03-28,33.82,crude
775,2004-03-21,35.69,crude
776,2004-03-14,38.01,crude
777,2004-03-07,36.56,crude
778,2004-02-29,37.2,crude
779,2004-02-22,35.56,crude
780,2004-02-15,35.72,crude
781,2004-02-08,34.2,crude
782,2004-02-01,32.78,crude
783,2004-01-25,33.26,crude
784,2004-01-18,34.94,crude
785,2004-01-11,34.83,crude
786,2004-01-04,34.57,crude
787,2003-12-28,32.89,crude
788,2003-12-21,32.08,crude
789,2003-12-14,33.29,crude
790,2003-12-07,32.5,crude
791,2003-11-30,31.02,crude
792,2003-11-23,29.95,crude
793,2003-11-16,31.75,crude
794,2003-11-09,32.12,crude
795,2003-11-02,30.56,crude
796,2003-10-26,28.77,crude
797,2003-10-19,30.16,crude
798,2003-10-12,30.9,crude
799,2003-10-05,32.09,crude
800,2003-09-28,29.59,crude
801,2003-09-21,28.16,crude
802,2003-09-14,26.9,crude
803,2003-09-07,28.12,crude
804,2003-08-31,28.87,crude
805,2003-08-24,31.78,crude
806,2003-08-17,31.84,crude
807,2003-08-10,30.98,crude
808,2003-08-03,32.12,crude
809,2003-07-27,31.99,crude
810,2003-07-20,30.2,crude
811,2003-07-13,31.88,crude
812,2003-07-06,31.67,crude
813,2003-06-29,30.52,crude
814,2003-06-22,29.0,crude
815,2003-06-15,30.63,crude
816,2003-06-08,30.32,crude
817,2003-06-01,31.08,crude
818,2003-05-25,29.32,crude
819,2003-05-18,29.27,crude
820,2003-05-11,28.82,crude
821,2003-05-04,27.66,crude
822,2003-04-27,25.81,crude
823,2003-04-20,26.27,crude
824,2003-04-13,30.37,crude
825,2003-04-06,27.77,crude
826,2003-03-30,28.06,crude
827,2003-03-23,30.24,crude
828,2003-03-16,27.32,crude
829,2003-03-09,34.6,crude
830,2003-03-02,37.55,crude
831,2003-02-23,37.05,crude
832,2003-02-16,35.31,crude
833,2003-02-09,36.49,crude
834,2003-02-02,35.05,crude
835,2003-01-26,33.56,crude
836,2003-01-19,33.27,crude
837,2003-01-12,33.65,crude
838,2003-01-05,31.5,crude
839,2002-12-29,32.71,crude
840,2002-12-22,32.55,crude
841,2002-12-15,30.02,crude
842,2002-12-08,28.48,crude
843,2002-12-01,27.12,crude
844,2002-11-24,26.79,crude
845,2002-11-17,26.57,crude
846,2002-11-10,25.38,crude
847,2002-11-03,25.6,crude
848,2002-10-27,27.28,crude
849,2002-10-20,27.5,crude
850,2002-10-13,29.51,crude
851,2002-10-06,29.24,crude
852,2002-09-29,29.6,crude
853,2002-09-22,30.55,crude
854,2002-09-15,29.62,crude
855,2002-09-08,29.43,crude
856,2002-09-01,29.82,crude
857,2002-08-25,28.99,crude
858,2002-08-18,28.62,crude
859,2002-08-11,29.29,crude
860,2002-08-04,26.74,crude
861,2002-07-28,26.23,crude
862,2002-07-21,26.55,crude
863,2002-07-14,27.56,crude
864,2002-07-07,27.48,crude
865,2002-06-30,26.59,crude
866,2002-06-23,26.8,crude
867,2002-06-16,25.62,crude
868,2002-06-09,25.92,crude
869,2002-06-02,24.75,crude
870,2002-05-26,25.02,crude
871,2002-05-19,25.77,crude
872,2002-05-12,28.05,crude
873,2002-05-05,27.69,crude
