,Date,Price,Asset
3233,2007-05-21,-0.09,teny_to_3m
3234,2007-05-22,-0.10,teny_to_3m
3235,2007-05-23,-0.05,teny_to_3m
3236,2007-05-24,-0.05,teny_to_3m
3237,2007-05-25,-0.02,teny_to_3m
3238,2007-05-28,.,teny_to_3m
3239,2007-05-29,-0.02,teny_to_3m
3240,2007-05-30,0.03,teny_to_3m
3241,2007-05-31,0.17,teny_to_3m
3242,2007-06-01,0.16,teny_to_3m
3243,2007-06-04,0.12,teny_to_3m
3244,2007-06-05,0.15,teny_to_3m
3245,2007-06-06,0.17,teny_to_3m
3246,2007-06-07,0.31,teny_to_3m
3247,2007-06-08,0.35,teny_to_3m
3248,2007-06-11,0.41,teny_to_3m
3249,2007-06-12,0.54,teny_to_3m
3250,2007-06-13,0.54,teny_to_3m
3251,2007-06-14,0.58,teny_to_3m
3252,2007-06-15,0.60,teny_to_3m
3253,2007-06-18,0.52,teny_to_3m
3254,2007-06-19,0.44,teny_to_3m
3255,2007-06-20,0.40,teny_to_3m
3256,2007-06-21,0.46,teny_to_3m
3257,2007-06-22,0.41,teny_to_3m
3258,2007-06-25,0.27,teny_to_3m
3259,2007-06-26,0.28,teny_to_3m
3260,2007-06-27,0.32,teny_to_3m
3261,2007-06-28,0.34,teny_to_3m
3262,2007-06-29,0.21,teny_to_3m
3263,2007-07-02,0.05,teny_to_3m
3264,2007-07-03,0.10,teny_to_3m
3265,2007-07-04,.,teny_to_3m
3266,2007-07-05,0.21,teny_to_3m
3267,2007-07-06,0.24,teny_to_3m
3268,2007-07-09,0.19,teny_to_3m
3269,2007-07-10,0.08,teny_to_3m
3270,2007-07-11,0.14,teny_to_3m
3271,2007-07-12,0.16,teny_to_3m
3272,2007-07-13,0.14,teny_to_3m
3273,2007-07-16,0.07,teny_to_3m
3274,2007-07-17,0.12,teny_to_3m
3275,2007-07-18,0.06,teny_to_3m
3276,2007-07-19,0.06,teny_to_3m
3277,2007-07-20,-0.01,teny_to_3m
3278,2007-07-23,-0.05,teny_to_3m
3279,2007-07-24,-0.08,teny_to_3m
3280,2007-07-25,-0.07,teny_to_3m
3281,2007-07-26,-0.13,teny_to_3m
3282,2007-07-27,-0.05,teny_to_3m
3283,2007-07-30,-0.14,teny_to_3m
3284,2007-07-31,-0.18,teny_to_3m
3285,2007-08-01,-0.13,teny_to_3m
3286,2007-08-02,-0.12,teny_to_3m
3287,2007-08-03,-0.14,teny_to_3m
3288,2007-08-06,-0.16,teny_to_3m
3289,2007-08-07,-0.17,teny_to_3m
3290,2007-08-08,-0.11,teny_to_3m
3291,2007-08-09,-0.02,teny_to_3m
3292,2007-08-10,0.24,teny_to_3m
3293,2007-08-13,0.04,teny_to_3m
3294,2007-08-14,0.09,teny_to_3m
3295,2007-08-15,0.48,teny_to_3m
3296,2007-08-16,0.81,teny_to_3m
3297,2007-08-17,0.92,teny_to_3m
3298,2007-08-20,1.52,teny_to_3m
3299,2007-08-21,1.01,teny_to_3m
3300,2007-08-22,0.96,teny_to_3m
3301,2007-08-23,0.73,teny_to_3m
3302,2007-08-24,0.39,teny_to_3m
3303,2007-08-27,-0.03,teny_to_3m
3304,2007-08-28,0.13,teny_to_3m
3305,2007-08-29,0.59,teny_to_3m
3306,2007-08-30,0.67,teny_to_3m
3307,2007-08-31,0.53,teny_to_3m
3308,2007-09-03,.,teny_to_3m
3309,2007-09-04,0.09,teny_to_3m
3310,2007-09-05,0.12,teny_to_3m
3311,2007-09-06,0.22,teny_to_3m
3312,2007-09-07,0.31,teny_to_3m
3313,2007-09-10,0.38,teny_to_3m
3314,2007-09-11,0.26,teny_to_3m
3315,2007-09-12,0.38,teny_to_3m
3316,2007-09-13,0.41,teny_to_3m
3317,2007-09-14,0.46,teny_to_3m
3318,2007-09-17,0.33,teny_to_3m
3319,2007-09-18,0.49,teny_to_3m
3320,2007-09-19,0.60,teny_to_3m
3321,2007-09-20,0.90,teny_to_3m
3322,2007-09-21,0.90,teny_to_3m
3323,2007-09-24,0.79,teny_to_3m
3324,2007-09-25,0.84,teny_to_3m
3325,2007-09-26,0.90,teny_to_3m
3326,2007-09-27,0.87,teny_to_3m
3327,2007-09-28,0.77,teny_to_3m
3328,2007-10-01,0.64,teny_to_3m
3329,2007-10-02,0.58,teny_to_3m
3330,2007-10-03,0.59,teny_to_3m
3331,2007-10-04,0.58,teny_to_3m
3332,2007-10-05,0.65,teny_to_3m
3333,2007-10-08,.,teny_to_3m
3334,2007-10-09,0.61,teny_to_3m
3335,2007-10-10,0.59,teny_to_3m
3336,2007-10-11,0.54,teny_to_3m
3337,2007-10-12,0.50,teny_to_3m
3338,2007-10-15,0.39,teny_to_3m
3339,2007-10-16,0.41,teny_to_3m
3340,2007-10-17,0.56,teny_to_3m
3341,2007-10-18,0.76,teny_to_3m
3342,2007-10-19,0.55,teny_to_3m
3343,2007-10-22,0.42,teny_to_3m
3344,2007-10-23,0.43,teny_to_3m
3345,2007-10-24,0.51,teny_to_3m
3346,2007-10-25,0.43,teny_to_3m
3347,2007-10-26,0.45,teny_to_3m
3348,2007-10-29,0.38,teny_to_3m
3349,2007-10-30,0.44,teny_to_3m
3350,2007-10-31,0.54,teny_to_3m
3351,2007-11-01,0.55,teny_to_3m
3352,2007-11-02,0.70,teny_to_3m
3353,2007-11-05,0.64,teny_to_3m
3354,2007-11-06,0.62,teny_to_3m
3355,2007-11-07,0.85,teny_to_3m
3356,2007-11-08,0.90,teny_to_3m
3357,2007-11-09,0.96,teny_to_3m
3358,2007-11-12,.,teny_to_3m
3359,2007-11-13,0.76,teny_to_3m
3360,2007-11-14,0.87,teny_to_3m
3361,2007-11-15,0.87,teny_to_3m
3362,2007-11-16,0.75,teny_to_3m
3363,2007-11-19,0.67,teny_to_3m
3364,2007-11-20,0.81,teny_to_3m
3365,2007-11-21,0.91,teny_to_3m
3366,2007-11-22,.,teny_to_3m
3367,2007-11-23,0.78,teny_to_3m
3368,2007-11-26,0.70,teny_to_3m
3369,2007-11-27,0.79,teny_to_3m
3370,2007-11-28,0.98,teny_to_3m
3371,2007-11-29,0.95,teny_to_3m
3372,2007-11-30,0.82,teny_to_3m
3373,2007-12-03,0.83,teny_to_3m
3374,2007-12-04,0.82,teny_to_3m
3375,2007-12-05,0.85,teny_to_3m
3376,2007-12-06,0.93,teny_to_3m
3377,2007-12-07,1.00,teny_to_3m
3378,2007-12-10,1.10,teny_to_3m
3379,2007-12-11,1.04,teny_to_3m
3380,2007-12-12,1.17,teny_to_3m
3381,2007-12-13,1.31,teny_to_3m
3382,2007-12-14,1.36,teny_to_3m
3383,2007-12-17,1.13,teny_to_3m
3384,2007-12-18,1.10,teny_to_3m
3385,2007-12-19,1.15,teny_to_3m
3386,2007-12-20,1.12,teny_to_3m
3387,2007-12-21,1.18,teny_to_3m
3388,2007-12-24,0.90,teny_to_3m
3389,2007-12-25,.,teny_to_3m
3390,2007-12-26,0.98,teny_to_3m
3391,2007-12-27,1.04,teny_to_3m
3392,2007-12-28,0.93,teny_to_3m
3393,2007-12-31,0.68,teny_to_3m
3394,2008-01-01,.,teny_to_3m
3395,2008-01-02,0.65,teny_to_3m
3396,2008-01-03,0.67,teny_to_3m
3397,2008-01-04,0.68,teny_to_3m
3398,2008-01-07,0.59,teny_to_3m
3399,2008-01-08,0.61,teny_to_3m
3400,2008-01-09,0.60,teny_to_3m
3401,2008-01-10,0.67,teny_to_3m
3402,2008-01-11,0.73,teny_to_3m
3403,2008-01-14,0.62,teny_to_3m
3404,2008-01-15,0.55,teny_to_3m
3405,2008-01-16,0.60,teny_to_3m
3406,2008-01-17,0.59,teny_to_3m
3407,2008-01-18,0.80,teny_to_3m
3408,2008-01-21,.,teny_to_3m
3409,2008-01-22,1.17,teny_to_3m
3410,2008-01-23,1.30,teny_to_3m
3411,2008-01-24,1.31,teny_to_3m
3412,2008-01-25,1.31,teny_to_3m
3413,2008-01-28,1.27,teny_to_3m
3414,2008-01-29,1.41,teny_to_3m
3415,2008-01-30,1.57,teny_to_3m
3416,2008-01-31,1.71,teny_to_3m
3417,2008-02-01,1.52,teny_to_3m
3418,2008-02-04,1.41,teny_to_3m
3419,2008-02-05,1.42,teny_to_3m
3420,2008-02-06,1.51,teny_to_3m
3421,2008-02-07,1.57,teny_to_3m
3422,2008-02-08,1.41,teny_to_3m
3423,2008-02-11,1.31,teny_to_3m
3424,2008-02-12,1.35,teny_to_3m
3425,2008-02-13,1.42,teny_to_3m
3426,2008-02-14,1.54,teny_to_3m
3427,2008-02-15,1.55,teny_to_3m
3428,2008-02-18,.,teny_to_3m
3429,2008-02-19,1.61,teny_to_3m
3430,2008-02-20,1.68,teny_to_3m
3431,2008-02-21,1.57,teny_to_3m
3432,2008-02-22,1.59,teny_to_3m
3433,2008-02-25,1.71,teny_to_3m
3434,2008-02-26,1.74,teny_to_3m
3435,2008-02-27,1.87,teny_to_3m
3436,2008-02-28,1.81,teny_to_3m
3437,2008-02-29,1.68,teny_to_3m
3438,2008-03-03,1.84,teny_to_3m
3439,2008-03-04,1.97,teny_to_3m
3440,2008-03-05,2.17,teny_to_3m
3441,2008-03-06,2.23,teny_to_3m
3442,2008-03-07,2.11,teny_to_3m
3443,2008-03-10,2.11,teny_to_3m
3444,2008-03-11,2.12,teny_to_3m
3445,2008-03-12,2.01,teny_to_3m
3446,2008-03-13,2.21,teny_to_3m
3447,2008-03-14,2.26,teny_to_3m
3448,2008-03-17,2.23,teny_to_3m
3449,2008-03-18,2.56,teny_to_3m
3450,2008-03-19,2.77,teny_to_3m
3451,2008-03-20,2.71,teny_to_3m
3452,2008-03-21,.,teny_to_3m
3453,2008-03-24,2.32,teny_to_3m
3454,2008-03-25,2.22,teny_to_3m
3455,2008-03-26,2.22,teny_to_3m
3456,2008-03-27,2.26,teny_to_3m
3457,2008-03-28,2.14,teny_to_3m
3458,2008-03-31,2.07,teny_to_3m
3459,2008-04-01,2.17,teny_to_3m
3460,2008-04-02,2.19,teny_to_3m
3461,2008-04-03,2.21,teny_to_3m
3462,2008-04-04,2.15,teny_to_3m
3463,2008-04-07,2.12,teny_to_3m
3464,2008-04-08,2.17,teny_to_3m
3465,2008-04-09,2.18,teny_to_3m
3466,2008-04-10,2.28,teny_to_3m
3467,2008-04-11,2.30,teny_to_3m
3468,2008-04-14,2.45,teny_to_3m
3469,2008-04-15,2.50,teny_to_3m
3470,2008-04-16,2.60,teny_to_3m
3471,2008-04-17,2.52,teny_to_3m
3472,2008-04-18,2.42,teny_to_3m
3473,2008-04-21,2.41,teny_to_3m
3474,2008-04-22,2.47,teny_to_3m
3475,2008-04-23,2.51,teny_to_3m
3476,2008-04-24,2.61,teny_to_3m
3477,2008-04-25,2.57,teny_to_3m
3478,2008-04-28,2.43,teny_to_3m
3479,2008-04-29,2.39,teny_to_3m
3480,2008-04-30,2.34,teny_to_3m
3481,2008-05-01,2.33,teny_to_3m
3482,2008-05-02,2.39,teny_to_3m
3483,2008-05-05,2.35,teny_to_3m
3484,2008-05-06,2.30,teny_to_3m
3485,2008-05-07,2.20,teny_to_3m
3486,2008-05-08,2.13,teny_to_3m
3487,2008-05-09,2.08,teny_to_3m
3488,2008-05-12,2.01,teny_to_3m
3489,2008-05-13,2.07,teny_to_3m
3490,2008-05-14,2.10,teny_to_3m
3491,2008-05-15,2.00,teny_to_3m
3492,2008-05-16,2.01,teny_to_3m
3493,2008-05-19,2.01,teny_to_3m
3494,2008-05-20,1.92,teny_to_3m
3495,2008-05-21,1.95,teny_to_3m
3496,2008-05-22,2.06,teny_to_3m
3497,2008-05-23,1.99,teny_to_3m
3498,2008-05-26,.,teny_to_3m
3499,2008-05-27,2.04,teny_to_3m
3500,2008-05-28,2.14,teny_to_3m
3501,2008-05-29,2.18,teny_to_3m
3502,2008-05-30,2.17,teny_to_3m
3503,2008-06-02,2.13,teny_to_3m
3504,2008-06-03,2.07,teny_to_3m
3505,2008-06-04,2.14,teny_to_3m
3506,2008-06-05,2.21,teny_to_3m
3507,2008-06-06,2.09,teny_to_3m
3508,2008-06-09,2.13,teny_to_3m
3509,2008-06-10,2.09,teny_to_3m
3510,2008-06-11,2.14,teny_to_3m
3511,2008-06-12,2.23,teny_to_3m
3512,2008-06-13,2.28,teny_to_3m
3513,2008-06-16,2.18,teny_to_3m
3514,2008-06-17,2.24,teny_to_3m
3515,2008-06-18,2.23,teny_to_3m
3516,2008-06-19,2.31,teny_to_3m
3517,2008-06-20,2.29,teny_to_3m
3518,2008-06-23,2.32,teny_to_3m
3519,2008-06-24,2.27,teny_to_3m
3520,2008-06-25,2.31,teny_to_3m
3521,2008-06-26,2.33,teny_to_3m
3522,2008-06-27,2.31,teny_to_3m
3523,2008-06-30,2.09,teny_to_3m
3524,2008-07-01,2.14,teny_to_3m
3525,2008-07-02,2.17,teny_to_3m
3526,2008-07-03,2.15,teny_to_3m
3527,2008-07-04,.,teny_to_3m
3528,2008-07-07,2.08,teny_to_3m
3529,2008-07-08,2.05,teny_to_3m
3530,2008-07-09,2.03,teny_to_3m
3531,2008-07-10,2.16,teny_to_3m
3532,2008-07-11,2.34,teny_to_3m
3533,2008-07-14,2.38,teny_to_3m
3534,2008-07-15,2.48,teny_to_3m
3535,2008-07-16,2.60,teny_to_3m
3536,2008-07-17,2.64,teny_to_3m
3537,2008-07-18,2.63,teny_to_3m
3538,2008-07-21,2.61,teny_to_3m
3539,2008-07-22,2.59,teny_to_3m
3540,2008-07-23,2.57,teny_to_3m
3541,2008-07-24,2.38,teny_to_3m
3542,2008-07-25,2.38,teny_to_3m
3543,2008-07-28,2.33,teny_to_3m
3544,2008-07-29,2.37,teny_to_3m
3545,2008-07-30,2.37,teny_to_3m
3546,2008-07-31,2.31,teny_to_3m
3547,2008-08-01,2.31,teny_to_3m
3548,2008-08-04,2.23,teny_to_3m
3549,2008-08-05,2.29,teny_to_3m
3550,2008-08-06,2.42,teny_to_3m
3551,2008-08-07,2.26,teny_to_3m
3552,2008-08-08,2.24,teny_to_3m
3553,2008-08-11,2.12,teny_to_3m
3554,2008-08-12,2.05,teny_to_3m
3555,2008-08-13,2.09,teny_to_3m
3556,2008-08-14,2.00,teny_to_3m
3557,2008-08-15,1.99,teny_to_3m
3558,2008-08-18,2.00,teny_to_3m
3559,2008-08-19,2.03,teny_to_3m
3560,2008-08-20,2.08,teny_to_3m
3561,2008-08-21,2.12,teny_to_3m
3562,2008-08-22,2.17,teny_to_3m
3563,2008-08-25,2.05,teny_to_3m
3564,2008-08-26,2.08,teny_to_3m
3565,2008-08-27,2.10,teny_to_3m
3566,2008-08-28,2.05,teny_to_3m
3567,2008-08-29,2.11,teny_to_3m
3568,2008-09-01,.,teny_to_3m
3569,2008-09-02,2.02,teny_to_3m
3570,2008-09-03,2.01,teny_to_3m
3571,2008-09-04,1.95,teny_to_3m
3572,2008-09-05,1.98,teny_to_3m
3573,2008-09-08,1.95,teny_to_3m
3574,2008-09-09,1.96,teny_to_3m
3575,2008-09-10,2.00,teny_to_3m
3576,2008-09-11,2.03,teny_to_3m
3577,2008-09-12,2.25,teny_to_3m
3578,2008-09-15,2.45,teny_to_3m
3579,2008-09-16,2.64,teny_to_3m
3580,2008-09-17,3.38,teny_to_3m
3581,2008-09-18,3.31,teny_to_3m
3582,2008-09-19,2.79,teny_to_3m
3583,2008-09-22,2.55,teny_to_3m
3584,2008-09-23,3.05,teny_to_3m
3585,2008-09-24,3.31,teny_to_3m
3586,2008-09-25,3.12,teny_to_3m
3587,2008-09-26,2.98,teny_to_3m
3588,2008-09-29,2.67,teny_to_3m
3589,2008-09-30,2.93,teny_to_3m
3590,2008-10-01,2.92,teny_to_3m
3591,2008-10-02,3.03,teny_to_3m
3592,2008-10-03,3.12,teny_to_3m
3593,2008-10-06,2.94,teny_to_3m
3594,2008-10-07,2.68,teny_to_3m
3595,2008-10-08,3.04,teny_to_3m
3596,2008-10-09,3.24,teny_to_3m
3597,2008-10-10,3.64,teny_to_3m
3598,2008-10-13,.,teny_to_3m
3599,2008-10-14,3.74,teny_to_3m
3600,2008-10-15,3.82,teny_to_3m
3601,2008-10-16,3.53,teny_to_3m
3602,2008-10-17,3.15,teny_to_3m
3603,2008-10-20,2.67,teny_to_3m
3604,2008-10-21,2.66,teny_to_3m
3605,2008-10-22,2.60,teny_to_3m
3606,2008-10-23,2.65,teny_to_3m
3607,2008-10-24,2.87,teny_to_3m
3608,2008-10-27,2.95,teny_to_3m
3609,2008-10-28,3.12,teny_to_3m
3610,2008-10-29,3.31,teny_to_3m
3611,2008-10-30,3.59,teny_to_3m
3612,2008-10-31,3.55,teny_to_3m
3613,2008-11-03,3.47,teny_to_3m
3614,2008-11-04,3.33,teny_to_3m
3615,2008-11-05,3.33,teny_to_3m
3616,2008-11-06,3.43,teny_to_3m
3617,2008-11-07,3.52,teny_to_3m
3618,2008-11-10,3.53,teny_to_3m
3619,2008-11-11,.,teny_to_3m
3620,2008-11-12,3.57,teny_to_3m
3621,2008-11-13,3.62,teny_to_3m
3622,2008-11-14,3.57,teny_to_3m
3623,2008-11-17,3.56,teny_to_3m
3624,2008-11-18,3.41,teny_to_3m
3625,2008-11-19,3.31,teny_to_3m
3626,2008-11-20,3.07,teny_to_3m
3627,2008-11-21,3.18,teny_to_3m
3628,2008-11-24,3.22,teny_to_3m
3629,2008-11-25,3.01,teny_to_3m
3630,2008-11-26,2.94,teny_to_3m
3631,2008-11-27,.,teny_to_3m
3632,2008-11-28,2.92,teny_to_3m
3633,2008-12-01,2.65,teny_to_3m
3634,2008-12-02,2.62,teny_to_3m
3635,2008-12-03,2.65,teny_to_3m
3636,2008-12-04,2.53,teny_to_3m
3637,2008-12-05,2.65,teny_to_3m
3638,2008-12-08,2.74,teny_to_3m
3639,2008-12-09,2.64,teny_to_3m
3640,2008-12-10,2.69,teny_to_3m
3641,2008-12-11,2.63,teny_to_3m
3642,2008-12-12,2.58,teny_to_3m
3643,2008-12-15,2.50,teny_to_3m
3644,2008-12-16,2.33,teny_to_3m
3645,2008-12-17,2.15,teny_to_3m
3646,2008-12-18,2.08,teny_to_3m
3647,2008-12-19,2.11,teny_to_3m
3648,2008-12-22,2.15,teny_to_3m
3649,2008-12-23,2.16,teny_to_3m
3650,2008-12-24,2.20,teny_to_3m
3651,2008-12-25,.,teny_to_3m
3652,2008-12-26,2.13,teny_to_3m
3653,2008-12-29,2.07,teny_to_3m
3654,2008-12-30,2.01,teny_to_3m
3655,2008-12-31,2.14,teny_to_3m
3656,2009-01-01,.,teny_to_3m
3657,2009-01-02,2.38,teny_to_3m
3658,2009-01-05,2.35,teny_to_3m
3659,2009-01-06,2.37,teny_to_3m
3660,2009-01-07,2.41,teny_to_3m
3661,2009-01-08,2.38,teny_to_3m
3662,2009-01-09,2.36,teny_to_3m
3663,2009-01-12,2.22,teny_to_3m
3664,2009-01-13,2.22,teny_to_3m
3665,2009-01-14,2.12,teny_to_3m
3666,2009-01-15,2.12,teny_to_3m
3667,2009-01-16,2.24,teny_to_3m
3668,2009-01-19,.,teny_to_3m
3669,2009-01-20,2.27,teny_to_3m
3670,2009-01-21,2.45,teny_to_3m
3671,2009-01-22,2.52,teny_to_3m
3672,2009-01-23,2.54,teny_to_3m
3673,2009-01-26,2.56,teny_to_3m
3674,2009-01-27,2.46,teny_to_3m
3675,2009-01-28,2.52,teny_to_3m
3676,2009-01-29,2.64,teny_to_3m
3677,2009-01-30,2.63,teny_to_3m
3678,2009-02-02,2.49,teny_to_3m
3679,2009-02-03,2.57,teny_to_3m
3680,2009-02-04,2.65,teny_to_3m
3681,2009-02-05,2.66,teny_to_3m
3682,2009-02-06,2.77,teny_to_3m
3683,2009-02-09,2.75,teny_to_3m
3684,2009-02-10,2.59,teny_to_3m
3685,2009-02-11,2.48,teny_to_3m
3686,2009-02-12,2.46,teny_to_3m
3687,2009-02-13,2.60,teny_to_3m
3688,2009-02-16,.,teny_to_3m
3689,2009-02-17,2.32,teny_to_3m
3690,2009-02-18,2.43,teny_to_3m
3691,2009-02-19,2.55,teny_to_3m
3692,2009-02-20,2.51,teny_to_3m
3693,2009-02-23,2.49,teny_to_3m
3694,2009-02-24,2.48,teny_to_3m
3695,2009-02-25,2.65,teny_to_3m
3696,2009-02-26,2.71,teny_to_3m
3697,2009-02-27,2.76,teny_to_3m
3698,2009-03-02,2.63,teny_to_3m
3699,2009-03-03,2.66,teny_to_3m
3700,2009-03-04,2.75,teny_to_3m
3701,2009-03-05,2.63,teny_to_3m
3702,2009-03-06,2.62,teny_to_3m
3703,2009-03-09,2.66,teny_to_3m
3704,2009-03-10,2.75,teny_to_3m
3705,2009-03-11,2.72,teny_to_3m
3706,2009-03-12,2.67,teny_to_3m
3707,2009-03-13,2.69,teny_to_3m
3708,2009-03-16,2.73,teny_to_3m
3709,2009-03-17,2.78,teny_to_3m
3710,2009-03-18,2.30,teny_to_3m
3711,2009-03-19,2.41,teny_to_3m
3712,2009-03-20,2.43,teny_to_3m
3713,2009-03-23,2.46,teny_to_3m
3714,2009-03-24,2.47,teny_to_3m
3715,2009-03-25,2.62,teny_to_3m
3716,2009-03-26,2.61,teny_to_3m
3717,2009-03-27,2.64,teny_to_3m
3718,2009-03-30,2.55,teny_to_3m
3719,2009-03-31,2.50,teny_to_3m
3720,2009-04-01,2.46,teny_to_3m
3721,2009-04-02,2.55,teny_to_3m
3722,2009-04-03,2.70,teny_to_3m
3723,2009-04-06,2.75,teny_to_3m
3724,2009-04-07,2.73,teny_to_3m
3725,2009-04-08,2.68,teny_to_3m
3726,2009-04-09,2.78,teny_to_3m
3727,2009-04-10,.,teny_to_3m
3728,2009-04-13,2.70,teny_to_3m
3729,2009-04-14,2.63,teny_to_3m
3730,2009-04-15,2.67,teny_to_3m
3731,2009-04-16,2.73,teny_to_3m
3732,2009-04-17,2.84,teny_to_3m
3733,2009-04-20,2.74,teny_to_3m
3734,2009-04-21,2.79,teny_to_3m
3735,2009-04-22,2.84,teny_to_3m
3736,2009-04-23,2.86,teny_to_3m
3737,2009-04-24,2.93,teny_to_3m
3738,2009-04-27,2.82,teny_to_3m
3739,2009-04-28,2.92,teny_to_3m
3740,2009-04-29,3.01,teny_to_3m
3741,2009-04-30,3.02,teny_to_3m
3742,2009-05-01,3.05,teny_to_3m
3743,2009-05-04,3.00,teny_to_3m
3744,2009-05-05,3.01,teny_to_3m
3745,2009-05-06,2.99,teny_to_3m
3746,2009-05-07,3.11,teny_to_3m
3747,2009-05-08,3.10,teny_to_3m
3748,2009-05-11,2.98,teny_to_3m
3749,2009-05-12,2.98,teny_to_3m
3750,2009-05-13,2.94,teny_to_3m
3751,2009-05-14,2.94,teny_to_3m
3752,2009-05-15,2.97,teny_to_3m
3753,2009-05-18,3.03,teny_to_3m
3754,2009-05-19,3.07,teny_to_3m
3755,2009-05-20,3.01,teny_to_3m
3756,2009-05-21,3.16,teny_to_3m
3757,2009-05-22,3.27,teny_to_3m
3758,2009-05-25,.,teny_to_3m
3759,2009-05-26,3.32,teny_to_3m
3760,2009-05-27,3.54,teny_to_3m
3761,2009-05-28,3.52,teny_to_3m
3762,2009-05-29,3.33,teny_to_3m
3763,2009-06-01,3.58,teny_to_3m
3764,2009-06-02,3.51,teny_to_3m
3765,2009-06-03,3.42,teny_to_3m
3766,2009-06-04,3.58,teny_to_3m
3767,2009-06-05,3.64,teny_to_3m
3768,2009-06-08,3.72,teny_to_3m
3769,2009-06-09,3.67,teny_to_3m
3770,2009-06-10,3.80,teny_to_3m
3771,2009-06-11,3.69,teny_to_3m
3772,2009-06-12,3.62,teny_to_3m
3773,2009-06-15,3.59,teny_to_3m
3774,2009-06-16,3.50,teny_to_3m
3775,2009-06-17,3.51,teny_to_3m
3776,2009-06-18,3.68,teny_to_3m
3777,2009-06-19,3.60,teny_to_3m
3778,2009-06-22,3.52,teny_to_3m
3779,2009-06-23,3.45,teny_to_3m
3780,2009-06-24,3.53,teny_to_3m
3781,2009-06-25,3.37,teny_to_3m
3782,2009-06-26,3.32,teny_to_3m
3783,2009-06-29,3.31,teny_to_3m
3784,2009-06-30,3.34,teny_to_3m
3785,2009-07-01,3.38,teny_to_3m
3786,2009-07-02,3.34,teny_to_3m
3787,2009-07-03,.,teny_to_3m
3788,2009-07-06,3.33,teny_to_3m
3789,2009-07-07,3.28,teny_to_3m
3790,2009-07-08,3.15,teny_to_3m
3791,2009-07-09,3.25,teny_to_3m
3792,2009-07-10,3.14,teny_to_3m
3793,2009-07-13,3.20,teny_to_3m
3794,2009-07-14,3.32,teny_to_3m
3795,2009-07-15,3.45,teny_to_3m
3796,2009-07-16,3.40,teny_to_3m
3797,2009-07-17,3.50,teny_to_3m
3798,2009-07-20,3.42,teny_to_3m
3799,2009-07-21,3.31,teny_to_3m
3800,2009-07-22,3.39,teny_to_3m
3801,2009-07-23,3.53,teny_to_3m
3802,2009-07-24,3.52,teny_to_3m
3803,2009-07-27,3.56,teny_to_3m
3804,2009-07-28,3.53,teny_to_3m
3805,2009-07-29,3.50,teny_to_3m
3806,2009-07-30,3.49,teny_to_3m
3807,2009-07-31,3.34,teny_to_3m
3808,2009-08-03,3.47,teny_to_3m
3809,2009-08-04,3.52,teny_to_3m
3810,2009-08-05,3.62,teny_to_3m
3811,2009-08-06,3.62,teny_to_3m
3812,2009-08-07,3.70,teny_to_3m
3813,2009-08-10,3.61,teny_to_3m
3814,2009-08-11,3.53,teny_to_3m
3815,2009-08-12,3.55,teny_to_3m
3816,2009-08-13,3.42,teny_to_3m
3817,2009-08-14,3.37,teny_to_3m
3818,2009-08-17,3.30,teny_to_3m
3819,2009-08-18,3.33,teny_to_3m
3820,2009-08-19,3.28,teny_to_3m
3821,2009-08-20,3.25,teny_to_3m
3822,2009-08-21,3.39,teny_to_3m
3823,2009-08-24,3.31,teny_to_3m
3824,2009-08-25,3.28,teny_to_3m
3825,2009-08-26,3.29,teny_to_3m
3826,2009-08-27,3.32,teny_to_3m
3827,2009-08-28,3.31,teny_to_3m
3828,2009-08-31,3.25,teny_to_3m
3829,2009-09-01,3.24,teny_to_3m
3830,2009-09-02,3.15,teny_to_3m
3831,2009-09-03,3.18,teny_to_3m
3832,2009-09-04,3.31,teny_to_3m
3833,2009-09-07,.,teny_to_3m
3834,2009-09-08,3.33,teny_to_3m
3835,2009-09-09,3.34,teny_to_3m
3836,2009-09-10,3.22,teny_to_3m
3837,2009-09-11,3.20,teny_to_3m
3838,2009-09-14,3.28,teny_to_3m
3839,2009-09-15,3.34,teny_to_3m
3840,2009-09-16,3.38,teny_to_3m
3841,2009-09-17,3.32,teny_to_3m
3842,2009-09-18,3.41,teny_to_3m
3843,2009-09-21,3.38,teny_to_3m
3844,2009-09-22,3.35,teny_to_3m
3845,2009-09-23,3.33,teny_to_3m
3846,2009-09-24,3.30,teny_to_3m
3847,2009-09-25,3.24,teny_to_3m
3848,2009-09-28,3.20,teny_to_3m
3849,2009-09-29,3.18,teny_to_3m
3850,2009-09-30,3.17,teny_to_3m
3851,2009-10-01,3.11,teny_to_3m
3852,2009-10-02,3.14,teny_to_3m
3853,2009-10-05,3.16,teny_to_3m
3854,2009-10-06,3.19,teny_to_3m
3855,2009-10-07,3.12,teny_to_3m
3856,2009-10-08,3.21,teny_to_3m
3857,2009-10-09,3.33,teny_to_3m
3858,2009-10-12,.,teny_to_3m
3859,2009-10-13,3.27,teny_to_3m
3860,2009-10-14,3.38,teny_to_3m
3861,2009-10-15,3.42,teny_to_3m
3862,2009-10-16,3.36,teny_to_3m
3863,2009-10-19,3.33,teny_to_3m
3864,2009-10-20,3.27,teny_to_3m
3865,2009-10-21,3.35,teny_to_3m
3866,2009-10-22,3.38,teny_to_3m
3867,2009-10-23,3.44,teny_to_3m
3868,2009-10-26,3.51,teny_to_3m
3869,2009-10-27,3.41,teny_to_3m
