Date,Price,Open,High,Low,Change %
May 02  2010,75.44,86.22,87.18,74.53,-12.47%
Apr 25  2010,86.19,85.26,86.54,81.34,1.33%
Apr 18  2010,85.06,82.94,85.22,80.56,2.54%
Apr 11  2010,82.95,85.19,86.41,82.53,-2.26%
Apr 04  2010,84.87,85.45,87.23,84.26,-0.47%
Mar 28  2010,85.27,80.28,85.41,80.22,6.40%
Mar 21  2010,80.14,80.94,82.21,78.58,-0.67%
Mar 14  2010,80.68,81.19,83.15,79.19,-0.52%
Mar 07  2010,81.10,81.81,83.18,80.18,-0.84%
Feb 28  2010,81.79,79.85,82.08,78.07,2.71%
Feb 21  2010,79.63,80.16,80.56,77.10,-0.57%
Feb 14  2010,80.09,74.08,80.16,73.77,7.94%
Feb 07  2010,74.20,72.22,75.72,70.80,3.18%
Jan 31  2010,71.91,72.86,78.06,69.52,-1.05%
Jan 24  2010,72.67,74.30,75.48,72.50,-1.89%
Jan 17  2010,74.07,77.90,79.20,74.06,-4.98%
Jan 10  2010,77.95,82.89,83.96,77.71,-5.98%
Jan 03  2010,82.91,79.67,83.56,79.67,4.15%
Dec 27  2009,79.61,77.94,80.02,77.78,2.41%
Dec 20  2009,77.74,73.08,78.28,72.02,6.38%
Dec 13  2009,73.08,69.66,74.72,68.62,5.02%
Dec 06  2009,69.59,75.83,76.13,69.49,-8.10%
Nov 29  2009,75.72,76.08,79.07,74.88,-0.33%
Nov 22  2009,75.97,77.82,79.94,72.41,-0.94%
Nov 15  2009,76.69,76.69,80.44,76.31,0.22%
Nov 08  2009,76.52,77.89,80.53,75.59,-1.21%
Nov 01  2009,77.46,77.03,81.07,76.56,0.53%
Oct 25  2009,77.05,79.66,81.58,76.85,-3.92%
Oct 18  2009,80.19,78.56,82.00,77.65,2.06%
Oct 11  2009,78.57,72.25,78.76,72.06,9.11%
Oct 04  2009,72.01,69.82,72.56,68.06,3.31%
Sep 27  2009,69.70,66.16,71.39,65.41,5.59%
Sep 20  2009,66.01,71.79,72.21,65.06,-8.32%
Sep 13  2009,72.00,69.16,73.16,68.03,3.84%
Sep 06  2009,69.34,67.88,72.91,67.55,2.00%
Aug 30  2009,67.98,71.01,73.37,67.06,-6.65%
Aug 23  2009,72.82,73.76,75.01,69.84,-1.39%
Aug 16  2009,73.85,67.70,74.73,65.24,9.52%
Aug 09  2009,67.43,70.68,72.22,67.12,-4.48%
Aug 02  2009,70.59,69.31,72.85,69.10,2.60%
Jul 26  2009,68.80,68.05,69.74,62.70,1.18%
Jul 19  2009,68.00,63.39,68.21,63.20,7.05%
Jul 12  2009,63.52,59.87,64.00,58.33,6.22%
Jul 05  2009,59.80,66.50,67.18,58.73,-9.98%
Jun 28  2009,66.43,69.26,73.39,66.27,-4.07%
Jun 21  2009,69.25,69.90,71.30,66.25,-0.53%
Jun 14  2009,69.62,72.21,72.78,68.91,-3.43%
Jun 07  2009,72.09,68.32,73.24,66.78,5.32%
May 31  2009,68.45,66.48,70.32,64.95,3.21%
May 24  2009,66.32,61.51,66.65,59.54,7.70%
May 17  2009,61.58,56.47,62.27,56.12,8.95%
May 10  2009,56.52,58.50,60.09,56.08,-3.52%
May 03  2009,58.58,52.62,58.75,52.56,10.78%
Apr 26  2009,52.88,51.46,53.66,48.02,2.50%
Apr 19  2009,51.59,50.16,51.76,43.84,2.73%
Apr 12  2009,50.22,52.02,52.16,48.86,-3.74%
Apr 05  2009,52.17,52.41,53.61,47.38,-0.27%
Mar 29  2009,52.31,52.25,53.91,47.27,-0.10%
Mar 22  2009,52.36,52.14,54.66,51.62,2.57%
Mar 15  2009,51.05,45.69,52.73,44.10,10.79%
Mar 08  2009,46.08,45.77,48.83,42.08,1.21%
Mar 01  2009,45.53,44.34,46.30,39.44,2.06%
Feb 22  2009,44.61,39.73,45.30,37.66,20.18%
Feb 15  2009,37.12,41.64,43.68,37.96,-2.06%
Feb 08  2009,37.90,39.89,42.44,33.56,-5.96%
Feb 01  2009,40.30,41.76,42.69,38.61,-3.26%
Jan 25  2009,41.66,46.06,48.60,40.19,-9.47%
Jan 18  2009,46.02,36.15,47.01,32.71,27.73%
Jan 11  2009,36.03,40.58,40.83,33.23,-11.95%
Jan 04  2009,40.92,47.05,50.47,39.39,-11.35%
Dec 28  2008,46.16,38.41,46.75,36.95,22.80%
Dec 21  2008,37.59,42.80,43.45,35.14,4.74%
Dec 14  2008,35.89,49.45,52.73,35.08,-22.60%
Dec 07  2008,46.37,41.66,49.14,41.57,11.73%
Nov 30  2008,41.50,54.62,54.62,40.50,-24.71%
Nov 23  2008,55.12,50.99,56.00,48.82,10.86%
Nov 16  2008,49.72,56.75,58.99,48.26,-13.23%
Nov 09  2008,57.30,61.80,65.56,54.67,-6.48%
Nov 02  2008,61.27,67.39,71.78,59.98,-9.71%
Oct 26  2008,67.86,64.79,70.61,61.31,5.19%
Oct 19  2008,64.51,72.17,76.13,62.66,-10.79%
Oct 12  2008,72.31,80.14,84.84,68.58,-7.58%
Oct 05  2008,78.24,92.51,93.03,77.10,-16.55%
Sep 28  2008,93.76,106.90,106.92,91.31,-12.23%
Sep 21  2008,106.82,104.97,130.00,103.22,2.76%
Sep 14  2008,103.95,101.05,105.30,90.56,3.00%
Sep 07  2008,100.92,107.77,109.91,100.01,-5.27%
Aug 31  2008,106.53,116.67,118.61,105.14,-7.85%
Aug 24  2008,115.61,114.70,120.51,112.37,1.02%
Aug 17  2008,114.44,113.95,122.05,111.65,0.84%
Aug 10  2008,113.49,115.23,117.49,111.37,-1.36%
Aug 03  2008,115.05,125.99,126.36,114.63,-7.99%
Jul 27  2008,125.04,123.42,128.61,120.43,1.36%
Jul 20  2008,123.36,128.89,132.08,122.51,-4.27%
Jul 13  2008,128.86,144.71,146.75,128.25,-11.02%
Jul 06  2008,144.82,144.30,147.30,135.16,-0.41%
Jun 29  2008,145.41,140.63,145.88,139.20,3.33%
Jun 22  2008,140.73,134.81,143.00,131.96,4.48%
Jun 15  2008,134.70,134.44,139.93,131.23,-0.10%
Jun 08  2008,134.84,137.97,138.31,130.81,-2.86%
Jun 01  2008,138.81,127.63,139.12,121.61,8.92%
May 25  2008,127.44,131.69,133.66,124.69,-3.40%
May 18  2008,131.92,126.36,135.10,125.29,4.35%
May 11  2008,126.42,125.85,127.83,120.76,0.36%
May 04  2008,125.97,116.50,126.28,116.06,8.30%
Apr 27  2008,116.32,118.96,119.94,110.31,-1.84%
Apr 20  2008,118.50,116.94,119.91,114.26,1.42%
Apr 13  2008,116.84,110.01,117.01,109.57,5.98%
Apr 06  2008,110.25,106.12,112.22,105.87,3.98%
Mar 30  2008,106.03,105.12,106.78,99.56,0.65%
Mar 23  2008,105.35,101.72,108.24,99.15,3.59%
Mar 16  2008,101.70,110.10,111.80,98.66,-7.64%
Mar 09  2008,110.11,105.27,111.02,104.09,4.71%
Mar 02  2008,105.16,101.63,106.55,98.88,3.48%
Feb 24  2008,101.62,98.99,103.05,97.75,2.84%
Feb 17  2008,98.81,95.38,101.32,95.23,3.43%
Feb 10  2008,95.53,91.77,96.68,90.93,3.98%
Feb 03  2008,91.87,88.67,91.99,86.25,3.00%
Jan 27  2008,89.19,90.62,92.71,88.46,-1.58%
Jan 20  2008,90.62,90.59,91.38,86.12,0.10%
Jan 13  2008,90.53,92.93,94.44,89.27,-2.33%
Jan 06  2008,92.69,97.80,98.41,92.32,-5.26%
Dec 30  2007,97.84,96.12,100.09,94.73,1.85%
Dec 23  2007,96.06,93.59,97.93,92.51,2.97%
Dec 16  2007,93.29,91.44,93.85,88.89,2.26%
Dec 09  2007,91.23,88.28,94.86,87.11,3.48%
Dec 02  2007,88.16,88.81,90.75,85.83,-0.38%
Nov 25  2007,88.50,98.28,99.12,88.46,-9.92%
Nov 18  2007,98.25,93.89,99.31,93.17,3.79%
Nov 11  2007,94.66,96.16,96.34,90.28,-1.78%
Nov 04  2007,96.38,95.95,98.64,93.73,0.69%
Oct 28  2007,95.72,91.72,96.25,88.93,4.36%
Oct 21  2007,91.72,88.87,92.22,84.69,3.58%
Oct 14  2007,88.55,83.91,90.07,83.50,5.78%
Oct 07  2007,83.71,81.12,84.06,78.36,3.10%
Sep 30  2007,81.19,81.76,82.03,78.88,-0.55%
Sep 23  2007,81.64,81.31,83.77,78.45,0.32%
Sep 16  2007,81.38,79.03,83.91,78.25,2.93%
Sep 09  2007,79.06,76.47,80.37,75.53,3.09%
Sep 02  2007,76.69,73.91,77.44,73.49,3.66%
Aug 26  2007,73.98,71.05,74.45,70.21,4.05%
Aug 19  2007,71.10,71.78,71.78,68.63,-0.86%
Aug 12  2007,71.72,71.48,74.24,70.11,0.22%
Aug 05  2007,71.56,75.06,75.11,70.11,-5.08%
Jul 29  2007,75.39,76.93,78.78,75.05,-2.09%
Jul 22  2007,77.00,75.70,77.25,72.92,1.95%
Jul 15  2007,75.53,74.53,76.64,74.02,2.29%
Jul 08  2007,73.84,72.75,74.02,71.60,1.47%
Jul 01  2007,72.77,70.52,72.94,69.57,3.29%
Jun 24  2007,70.45,68.85,71.06,67.07,1.88%
Jun 17  2007,69.15,68.14,69.89,67.30,1.54%
Jun 10  2007,68.10,64.71,68.31,64.53,5.29%
Jun 03  2007,64.68,64.88,67.43,64.54,-0.60%
May 27  2007,65.07,65.00,65.27,62.45,-0.23%
May 20  2007,65.22,64.96,66.38,63.83,0.42%
May 13  2007,64.95,62.43,65.65,61.91,4.10%
May 06  2007,62.39,61.72,62.58,60.69,0.95%
Apr 29  2007,61.80,66.36,66.66,61.56,-6.94%
Apr 22  2007,66.41,64.12,66.71,63.71,4.62%
Apr 15  2007,63.48,63.43,64.66,61.37,-0.20%
Apr 08  2007,63.61,64.30,64.58,61.36,-0.72%
Apr 01  2007,64.07,66.04,66.70,63.57,-2.76%
Mar 25  2007,65.89,62.35,68.10,62.25,5.93%
Mar 18  2007,62.20,57.11,62.66,56.11,9.10%
Mar 11  2007,57.01,59.97,59.97,56.18,-5.16%
Mar 04  2007,60.11,61.30,62.30,59.55,-2.23%
Feb 25  2007,61.48,60.90,62.51,59.94,0.94%
Feb 18  2007,60.91,58.88,61.81,57.34,2.65%
Feb 11  2007,59.34,59.69,59.77,56.62,-0.90%
Feb 04  2007,59.88,59.26,60.80,57.26,1.47%
Jan 28  2007,59.01,55.64,59.26,53.76,6.36%
Jan 21  2007,55.48,52.10,55.91,50.80,7.08%
Jan 14  2007,51.81,52.95,53.56,49.91,-2.10%
Jan 07  2007,52.92,56.25,57.72,51.56,-5.90%
Dec 31  2006,56.24,60.99,61.56,54.91,-7.91%
Dec 24  2006,61.07,62.46,63.22,59.92,-2.15%
Dec 17  2006,62.41,63.22,64.17,61.66,-1.42%
Dec 10  2006,63.31,62.22,63.50,60.66,1.78%
Dec 03  2006,62.20,63.81,63.83,61.53,-2.11%
Nov 26  2006,63.54,59.90,63.78,59.27,5.99%
Nov 19  2006,59.95,58.74,60.41,57.98,7.21%
Nov 12  2006,55.92,59.62,59.94,54.88,-6.14%
Nov 05  2006,59.58,59.16,61.33,58.50,0.83%
Oct 29  2006,59.09,60.76,61.06,57.06,-2.78%
Oct 22  2006,60.78,59.44,61.80,58.13,5.91%
Oct 15  2006,57.39,60.51,62.19,58.20,-2.22%
Oct 08  2006,58.69,59.91,61.31,57.23,-1.74%
Oct 01  2006,59.73,62.82,63.34,57.77,-5.16%
Sep 24  2006,62.98,60.27,64.02,59.54,3.98%
Sep 17  2006,60.57,63.51,64.48,60.02,-4.37%
Sep 10  2006,63.34,66.02,66.50,62.03,-4.48%
Sep 03  2006,66.31,69.26,69.60,66.01,-5.73%
Aug 27  2006,70.34,72.23,72.23,68.68,-4.16%
Aug 20  2006,73.39,71.26,73.79,71.14,3.97%
Aug 13  2006,70.59,73.84,74.00,69.64,-5.07%
Aug 06  2006,74.36,74.80,77.47,73.77,-1.30%
Jul 30  2006,75.34,73.51,76.51,72.78,1.81%
Jul 23  2006,74.00,74.46,75.78,72.81,-1.10%
Jul 16  2006,74.82,76.93,77.76,71.67,-3.76%
Jul 09  2006,77.74,73.95,78.41,72.91,2.93%
Jul 02  2006,75.53,73.98,75.81,73.41,2.64%
Jun 25  2006,73.59,70.89,74.18,70.43,4.34%
Jun 18  2006,70.53,69.90,71.33,68.58,1.66%
Jun 11  2006,69.38,71.61,72.33,68.11,-3.11%
Jun 04  2006,71.61,72.72,73.86,69.11,0.62%
May 28  2006,71.17,71.33,72.77,70.07,0.20%
May 21  2006,71.03,68.55,72.18,67.45,3.63%
May 14  2006,68.54,72.24,72.38,68.19,-5.92%
May 07  2006,72.85,70.07,73.93,68.28,3.94%
Apr 30  2006,70.09,71.74,75.03,69.34,-2.10%
Apr 23  2006,71.59,75.35,75.35,70.50,-4.78%
Apr 16  2006,75.18,69.61,75.41,69.36,8.27%
Apr 09  2006,69.44,67.41,69.61,67.23,2.97%
Apr 02  2006,67.44,66.28,68.23,65.63,1.49%
Mar 26  2006,66.45,64.90,67.80,63.95,3.18%
Mar 19  2006,64.40,62.79,64.79,59.64,1.42%
Mar 12  2006,63.50,60.05,63.89,59.58,5.89%
Mar 05  2006,59.97,63.83,64.00,59.33,-5.11%
Feb 26  2006,63.20,62.80,63.80,60.30,0.64%
Feb 19  2006,62.80,61.75,63.75,60.20,5.35%
Feb 12  2006,59.61,62.25,62.33,57.69,-4.38%
Feb 05  2006,62.34,65.01,66.03,60.62,-4.37%
Jan 29  2006,65.19,67.48,68.63,63.59,-2.98%
Jan 22  2006,67.19,68.59,69.34,65.45,-1.84%
Jan 15  2006,68.45,65.07,69.05,64.85,7.86%
Jan 08  2006,63.46,64.16,65.06,62.61,-0.28%
Jan 01  2006,63.64,60.83,64.23,60.59,6.28%
Dec 25  2005,59.88,58.31,61.27,57.31,3.49%
Dec 18  2005,57.86,58.04,59.33,56.94,-1.48%
Dec 11  2005,58.73,59.64,62.03,58.13,-3.55%
Dec 04  2005,60.89,59.38,61.47,59.00,3.41%
Nov 27  2005,58.88,58.12,59.56,55.73,0.70%
Nov 20  2005,58.47,57.45,59.17,57.12,4.78%
Nov 13  2005,55.80,57.68,58.40,55.28,-2.99%
Nov 06  2005,57.52,60.12,60.45,56.95,-5.97%
Oct 30  2005,61.17,61.22,62.17,58.77,-0.11%
Oct 23  2005,61.24,60.27,63.16,59.51,3.17%
Oct 16  2005,59.36,62.97,64.42,59.16,-4.17%
Oct 09  2005,61.94,61.83,64.73,60.39,0.57%
Oct 02  2005,61.59,66.41,66.83,60.91,-7.20%
Sep 25  2005,66.37,63.46,67.42,62.67,0.44%
Sep 18  2005,66.08,63.41,68.28,63.22,3.70%
Sep 11  2005,63.72,64.52,66.03,62.92,-1.97%
Sep 04  2005,65.00,66.60,67.56,63.11,-4.45%
Aug 28  2005,68.03,68.62,70.87,66.32,0.65%
Aug 21  2005,67.59,65.59,68.19,64.84,4.99%
Aug 14  2005,64.38,66.88,67.03,62.29,-2.54%
Aug 07  2005,66.06,62.32,67.11,62.22,6.70%
Jul 31  2005,61.91,60.54,62.53,60.54,2.60%
Jul 24  2005,60.34,58.75,61.05,57.66,4.12%
Jul 17  2005,57.95,57.73,58.71,55.84,-0.31%
Jul 10  2005,58.13,59.62,61.52,57.48,-5.56%
Jul 03  2005,61.55,58.91,62.12,57.22,8.50%
Jun 26  2005,56.73,59.91,60.96,55.91,-5.01%
Jun 19  2005,59.72,58.53,60.02,57.87,3.47%
Jun 12  2005,57.72,53.60,58.77,53.22,6.28%
Jun 05  2005,54.31,55.23,55.58,52.25,0.11%
May 29  2005,54.25,51.69,55.11,50.61,5.75%
May 22  2005,51.30,48.10,51.85,47.90,9.34%
May 15  2005,46.92,48.89,49.57,46.42,-3.36%
May 08  2005,48.55,51.31,53.13,47.78,-5.60%
May 01  2005,51.43,49.29,52.24,48.81,2.02%
Apr 24  2005,50.41,54.14,54.99,48.49,-8.43%
Apr 17  2005,55.05,49.98,55.45,49.21,8.58%
Apr 10  2005,50.70,53.27,54.05,49.75,-5.41%
Apr 03  2005,53.60,57.17,58.30,52.72,-5.18%
Mar 27  2005,56.53,53.61,56.88,51.67,4.09%
Mar 20  2005,54.31,56.69,57.59,53.41,-4.20%
Mar 13  2005,56.69,54.46,57.61,53.53,5.53%
Mar 06  2005,53.72,54.34,56.43,53.28,0.96%
Feb 27  2005,53.21,51.81,55.21,50.66,4.33%
Feb 20  2005,51.00,48.41,52.08,48.41,6.03%
Feb 13  2005,48.10,46.70,48.30,46.25,0.42%
Feb 06  2005,47.90,46.32,47.48,44.60,2.20%
Jan 30  2005,46.87,46.71,48.28,45.78,-2.80%
Jan 23  2005,48.22,48.89,49.75,46.80,0.94%
Jan 16  2005,47.77,48.61,49.51,46.41,-1.32%
Jan 09  2005,48.41,45.70,48.74,45.05,6.35%
Jan 02  2005,45.52,43.45,46.45,41.59,6.45%
Dec 26  2004,42.76,43.88,43.88,41.01,-2.62%
Dec 19  2004,43.91,46.20,46.20,43.66,-3.60%
Dec 12  2004,45.55,41.75,47.20,41.10,5.64%
Dec 05  2004,43.12,42.52,43.62,40.27,-0.05%
Nov 28  2004,43.14,49.55,50.55,42.19,-11.31%
Nov 21  2004,48.64,48.81,50.26,47.81,0.81%
Nov 14  2004,48.25,47.26,49.05,45.40,2.05%
Nov 07  2004,47.28,49.84,49.84,47.20,-3.55%
Oct 31  2004,49.02,51.84,52.52,48.31,-4.80%
Oct 24  2004,51.49,54.74,55.36,50.16,-6.92%
Oct 17  2004,55.32,55.24,55.94,53.03,1.69%
Oct 10  2004,54.40,53.41,55.22,51.71,2.89%
Oct 03  2004,52.87,50.08,53.58,49.62,7.00%
Sep 26  2004,49.41,48.77,50.48,48.41,2.38%
Sep 19  2004,48.26,45.61,49.02,45.32,8.11%
Sep 12  2004,44.64,43.14,45.81,42.77,2.57%
Sep 05  2004,43.52,42.95,44.47,41.77,-0.82%
Aug 29  2004,43.88,43.28,45.34,41.27,0.90%
Aug 22  2004,43.49,46.82,47.23,42.51,-8.73%
Aug 15  2004,47.65,46.60,49.40,45.63,4.34%
Aug 08  2004,45.67,43.94,46.77,43.42,3.21%
Aug 01  2004,44.25,43.72,44.80,42.65,1.72%
Jul 25  2004,43.50,42.05,44.14,41.34,4.52%
Jul 18  2004,41.62,41.20,42.31,40.26,1.27%
Jul 11  2004,41.10,39.49,41.53,38.71,2.32%
Jul 04  2004,40.17,39.02,40.67,38.97,4.28%
Jun 27  2004,38.52,37.34,39.15,35.57,2.72%
Jun 20  2004,37.50,38.64,39.04,37.09,-2.67%
Jun 13  2004,38.53,38.29,38.85,36.92,2.26%
Jun 06  2004,37.68,38.45,39.15,36.46,-2.64%
May 30  2004,38.70,40.48,42.53,38.23,-1.80%
May 23  2004,39.41,40.00,41.83,39.00,-2.76%
May 16  2004,40.53,41.30,41.86,39.66,-2.24%
May 09  2004,41.46,39.80,41.52,38.24,3.99%
May 02  2004,39.87,37.41,40.02,37.27,5.64%
Apr 25  2004,37.74,36.76,38.19,36.56,2.61%
Apr 18  2004,36.78,37.66,38.30,35.36,-2.44%
Apr 11  2004,37.70,37.19,37.90,36.20,3.32%
Apr 04  2004,36.49,34.22,37.32,33.95,7.89%
Mar 28  2004,33.82,35.69,36.78,33.31,-5.24%
Mar 21  2004,35.69,38.18,38.18,34.84,-6.10%
Mar 14  2004,38.01,36.26,38.61,35.96,3.97%
Mar 07  2004,36.56,37.33,37.58,35.36,-1.72%
Feb 29  2004,37.20,36.17,37.47,35.42,4.61%
Feb 22  2004,35.56,34.29,36.24,34.05,-0.45%
Feb 15  2004,35.72,34.55,36.17,34.33,4.44%
Feb 08  2004,34.20,32.38,34.67,32.27,4.33%
Feb 01  2004,32.78,32.92,34.91,31.92,-1.44%
Jan 25  2004,33.26,34.84,35.03,32.46,-4.81%
Jan 18  2004,34.94,34.93,36.38,33.76,0.32%
Jan 11  2004,34.83,34.53,35.58,33.45,0.75%
Jan 04  2004,34.57,32.45,34.75,32.32,5.11%
Dec 28  2003,32.89,32.77,33.22,32.12,2.52%
Dec 21  2003,32.08,32.92,33.03,31.28,-3.63%
Dec 14  2003,33.29,32.43,34.32,32.13,2.43%
Dec 07  2003,32.50,30.41,32.95,30.38,4.77%
Nov 30  2003,31.02,30.14,31.53,29.54,3.57%
Nov 23  2003,29.95,31.42,31.42,29.25,-5.67%
Nov 16  2003,31.75,32.47,33.65,31.48,-1.15%
Nov 09  2003,32.12,30.98,32.34,30.47,5.10%
Nov 02  2003,30.56,29.14,31.16,28.48,6.22%
Oct 26  2003,28.77,30.11,30.33,28.27,-4.61%
Oct 19  2003,30.16,31.23,31.37,29.96,-2.39%
Oct 12  2003,30.90,32.21,32.73,30.14,-3.71%
Oct 05  2003,32.09,30.39,32.48,29.32,8.45%
Sep 28  2003,29.59,28.25,30.46,28.25,5.08%
Sep 21  2003,28.16,26.98,28.71,26.77,4.68%
Sep 14  2003,26.90,28.45,28.60,26.80,-4.34%
Sep 07  2003,28.12,29.11,29.70,28.03,-2.60%
Aug 31  2003,28.87,31.29,31.41,28.52,-9.16%
Aug 24  2003,31.78,32.07,32.43,31.23,-0.19%
Aug 17  2003,31.84,31.29,32.38,30.34,2.78%
Aug 10  2003,30.98,32.16,32.37,30.12,-3.55%
Aug 03  2003,32.12,32.25,32.95,31.55,0.41%
Jul 27  2003,31.99,30.23,32.64,29.86,5.93%
Jul 20  2003,30.20,32.17,32.27,29.34,-5.27%
Jul 13  2003,31.88,31.22,32.12,30.72,0.66%
Jul 06  2003,31.67,30.22,31.82,29.59,3.77%
Jun 29  2003,30.52,29.18,30.86,28.98,5.24%
Jun 22  2003,29.00,29.48,30.00,28.48,-5.32%
Jun 15  2003,30.63,30.48,31.34,29.69,1.02%
Jun 08  2003,30.32,31.61,32.83,30.18,-2.45%
Jun 01  2003,31.08,29.55,31.36,29.55,6.00%
May 25  2003,29.32,29.18,29.67,28.29,0.17%
May 18  2003,29.27,29.17,29.62,28.31,1.56%
May 11  2003,28.82,27.90,29.79,27.53,4.19%
May 04  2003,27.66,25.70,28.13,25.65,7.17%
Apr 27  2003,25.81,26.52,26.91,25.35,-1.75%
Apr 20  2003,26.27,30.52,31.52,25.88,-13.50%
Apr 13  2003,30.37,28.02,30.52,27.44,9.36%
Apr 06  2003,27.77,28.02,28.96,27.04,-1.03%
Mar 30  2003,28.06,30.25,31.34,27.67,-7.21%
Mar 23  2003,30.24,27.43,31.11,27.27,10.69%
Mar 16  2003,27.32,36.20,37.17,26.52,-21.04%
Mar 09  2003,34.60,37.43,37.85,33.50,-7.86%
Mar 02  2003,37.55,36.75,38.14,35.66,1.35%
Feb 23  2003,37.05,35.49,40.02,35.49,4.93%
Feb 16  2003,35.31,36.37,37.53,34.69,-3.23%
Feb 09  2003,36.49,34.79,36.74,34.19,4.11%
Feb 02  2003,35.05,33.38,35.30,32.60,4.44%
Jan 26  2003,33.56,33.35,33.96,32.26,0.87%
Jan 19  2003,33.27,33.74,35.19,31.88,-1.13%
Jan 12  2003,33.65,31.25,33.95,31.08,6.83%
Jan 05  2003,31.50,33.18,33.43,29.85,-3.70%
Dec 29  2002,32.71,32.41,33.31,29.71,0.49%
Dec 22  2002,32.55,30.31,32.66,30.31,8.43%
Dec 15  2002,30.02,28.73,31.36,28.71,5.41%
Dec 08  2002,28.48,27.12,28.67,26.77,5.01%
Dec 01  2002,27.12,27.07,27.88,26.74,1.23%
Nov 24  2002,26.79,26.84,27.11,26.02,0.83%
Nov 17  2002,26.57,25.74,27.46,25.73,4.69%
Nov 10  2002,25.38,25.71,26.52,24.84,-0.86%
Nov 03  2002,25.60,26.79,27.22,24.98,-6.16%
Oct 27  2002,27.28,27.13,27.57,26.54,-0.80%
Oct 20  2002,27.50,29.32,29.39,26.79,-6.81%
Oct 13  2002,29.51,29.45,30.20,29.05,0.92%
Oct 06  2002,29.24,29.71,30.09,28.51,-1.22%
Sep 29  2002,29.60,30.93,31.40,29.57,-3.11%
Sep 22  2002,30.55,29.86,31.25,29.86,3.14%
Sep 15  2002,29.62,29.86,30.07,28.31,0.65%
Sep 08  2002,29.43,29.64,30.27,28.71,-1.31%
Sep 01  2002,29.82,29.14,30.34,27.77,2.86%
Aug 25  2002,28.99,28.69,29.66,28.16,1.29%
Aug 18  2002,28.62,29.29,30.30,28.32,-2.29%
Aug 11  2002,29.29,26.96,29.52,26.55,9.54%
Aug 04  2002,26.74,26.72,27.27,26.14,1.94%
Jul 28  2002,26.23,26.62,27.77,26.10,-1.21%
Jul 21  2002,26.55,27.70,27.70,25.90,-3.66%
Jul 14  2002,27.56,27.94,28.44,27.23,0.29%
Jul 07  2002,27.48,26.79,27.52,25.75,3.35%
Jun 30  2002,26.59,27.07,27.32,26.55,-0.78%
Jun 23  2002,26.80,25.85,27.20,25.85,4.61%
Jun 16  2002,25.62,26.27,26.74,25.34,-1.16%
Jun 09  2002,25.92,24.54,26.06,23.83,4.73%
Jun 02  2002,24.75,25.21,25.41,24.14,-1.08%
May 26  2002,25.02,25.66,25.73,24.30,-2.91%
May 19  2002,25.77,28.12,28.46,25.38,-8.13%
May 12  2002,28.05,27.65,29.44,27.00,1.30%
May 05  2002,27.69,26.88,28.84,26.19,4.57%
Apr 28  2002,26.48,27.05,27.77,25.68,-1.96%
Apr 21  2002,27.01,26.53,27.34,25.91,2.62%
Apr 14  2002,26.32,24.32,26.72,23.68,10.36%
Apr 07  2002,23.85,26.94,27.77,23.85,-9.11%
Mar 31  2002,26.24,27.01,28.90,25.59,0.46%
Mar 24  2002,26.12,25.61,26.63,24.95,2.71%
Mar 17  2002,25.43,24.41,25.86,24.12,3.88%
Mar 10  2002,24.48,23.88,24.76,23.66,3.51%
Mar 03  2002,23.65,22.63,24.95,22.33,6.63%
Feb 24  2002,22.18,21.17,22.97,20.54,5.72%
Feb 17  2002,20.98,21.14,21.23,20.07,-2.46%
Feb 10  2002,21.51,20.56,22.05,20.26,7.60%
Feb 03  2002,19.99,20.63,20.66,19.56,4.11%
Jan 27  2002,19.20,20.10,20.59,18.60,-3.27%
Jan 20  2002,19.85,18.08,20.20,18.03,7.41%
Jan 13  2002,18.48,19.70,19.79,17.87,-9.14%
Jan 06  2002,20.34,21.55,22.02,19.62,-3.97%
Dec 30  2001,21.18,20.59,21.93,19.89,3.77%
Dec 23  2001,20.41,19.64,21.50,19.64,4.03%
Dec 16  2001,19.62,19.23,20.18,18.79,2.03%
Dec 09  2001,19.23,18.57,19.25,17.80,1.00%
Dec 02  2001,19.04,19.40,20.78,17.92,-2.06%
Nov 25  2001,19.44,19.36,19.80,18.35,0.36%
Nov 18  2001,19.37,18.31,19.57,16.71,8.21%
Nov 11  2001,17.90,22.23,22.45,16.98,-19.55%
Nov 04  2001,22.25,20.28,22.51,19.66,11.14%
Oct 28  2001,20.02,22.36,22.72,19.86,-9.00%
Oct 21  2001,22.00,22.00,22.64,21.45,1.38%
Oct 14  2001,21.70,22.44,22.60,20.89,-5.90%
Oct 07  2001,23.06,22.05,23.42,21.39,0.04%
Sep 30  2001,23.05,23.52,23.55,21.74,-1.33%
Sep 23  2001,23.36,26.03,26.03,20.43,-10.05%
Sep 16  2001,25.97,28.30,29.25,25.80,-14.09%
Sep 09  2001,30.23,28.42,30.45,28.04,7.85%
Sep 02  2001,28.03,27.17,28.15,26.76,3.05%
Aug 26  2001,27.20,26.97,27.60,26.44,1.12%
Aug 19  2001,26.90,26.60,28.10,26.28,0.82%
Aug 12  2001,26.68,28.04,28.27,26.55,-4.88%
Aug 05  2001,28.05,27.53,28.42,27.38,1.56%
Jul 29  2001,27.62,27.00,27.92,26.31,2.22%
Jul 22  2001,27.02,26.41,27.15,25.86,5.05%
Jul 15  2001,25.72,26.68,26.71,24.67,-3.27%
Jul 08  2001,26.59,28.09,28.26,25.94,-5.74%
