Date,Price
2019-01-01,6535
2019-02-01,6235
2019-03-01,6211
2019-04-01,5824
2019-05-01,5888
2019-06-01,5975
2019-07-01,6063
2019-08-01,6044
2019-09-01,5769
2019-10-01,5855
